time,position/setpoint,position/feedback
0.0002646446228027344,4.0,0.0
0.004797458648681641,4.0,0.0003472222222222222
0.00923013687133789,4.0,0.0010413532021604937
0.013699054718017578,4.0,0.0020820315982742433
0.018058061599731445,4.0,0.0034688483823086262
0.022482633590698242,4.0,0.0052013470557533735
0.02691793441772461,4.0,0.0072790238921951085
0.03135037422180176,4.0,0.009701328205288027
0.03588509559631348,4.0,0.012467662642038545
0.04048895835876465,4.0,0.015577383501070803
0.0448760986328125,4.0,0.01902980107551187
0.04961729049682617,4.0,0.02282418002010813
0.05399751663208008,4.0,0.02695973974215774
0.05855751037597656,4.0,0.031435654815818274
0.06297755241394043,4.0,0.03625105541932365
0.0673530101776123,4.0,0.04140502779462055
0.07186079025268555,4.0,0.046896614728911185
0.07640576362609863,4.0,0.05272481605756743
0.08084940910339355,4.0,0.058888589187859885
0.08526277542114258,4.0,0.06538684964292564
0.08968710899353027,4.0,0.07221847162537935
0.09407782554626465,4.0,0.07938228859995435
0.09853076934814453,4.0,0.0868770938945437
0.10302543640136719,4.0,0.09470164131899571
0.10751843452453613,4.0,0.10285464580100338
0.11209630966186523,4.0,0.11133478403841489
0.11669754981994629,4.0,0.12014069516727897
0.12125778198242188,4.0,0.12927098144492935
0.1259157657623291,4.0,0.13872420894740153
0.13056540489196777,4.0,0.14849890828046786
0.1349494457244873,4.0,0.15859357530356846
0.13931965827941895,4.0,0.1690066718659106
0.1439199447631836,4.0,0.179736626554003
0.1484367847442627,4.0,0.19078183544988916
0.15292716026306152,4.0,0.20214066289934024
0.157487154006958,4.0,0.21381144228926705
0.1621546745300293,4.0,0.22579247683361078
0.16676640510559082,4.0,0.23808204036697259
0.17134809494018555,4.0,0.250678378145244
0.17592501640319824,4.0,0.26357970765250427
0.1803600788116455,4.0,0.27678421941345305
0.18473339080810547,4.0,0.29029007781065425
0.1891767978668213,4.0,0.30409542190587097
0.19362711906433105,4.0,0.31819836626477976
0.19856834411621094,4.0,0.33259700178436025
0.2029564380645752,4.0,0.3472893965222648
0.20741558074951172,4.0,0.36227359652748314
0.2119438648223877,4.0,0.3775476266716267
0.21645450592041016,4.0,0.3931094914801702
0.22093605995178223,4.0,0.4089571759629983
0.22542524337768555,4.0,0.42508864644361943
0.22992730140686035,4.0,0.4415018513864222
0.2344493865966797,4.0,0.4581947222213626
0.23891544342041016,4.0,0.47516517416548704
0.24329853057861328,4.0,0.4924111070407094
0.24774575233459473,4.0,0.5099304060872772
0.25212860107421875,4.0,0.5277209427723786
0.2565770149230957,4.0,0.5457805755933558
0.26104021072387695,4.0,0.5641071508750121
0.2654759883880615,4.0,0.5826985035605117
0.2699313163757324,4.0,0.6015524579953936
0.2743990421295166,4.0,0.6206668287042354
0.27884936332702637,4.0,0.6400394211595231
0.2833263874053955,4.0,0.6596680325422992
0.28775739669799805,4.0,0.679550452494182
0.29223155975341797,4.0,0.6996844638603652
0.29670143127441406,4.0,0.7200678434232267
0.30118250846862793,4.0,0.740698362626194
0.3056833744049072,4.0,0.761573788287531
0.31017160415649414,4.0,0.7826918833037306
0.31467127799987793,4.0,0.8040504073422163
0.31905221939086914,4.0,0.8256471175230717
0.32350826263427734,4.0,0.8474797690895381
0.3279609680175781,4.0,0.8695461160670368
0.332517147064209,4.0,0.8918439119104902
0.3369293212890625,4.0,0.9143709101397343
0.3413989543914795,4.0,0.9371248649628321
0.3457827568054199,4.0,0.9601035318871146
0.35023045539855957,4.0,0.9833046683177924
0.3546781539916992,4.0,1.0067260341439985
0.35912466049194336,4.0,1.0303653923121388
0.3635709285736084,4.0,1.0542205093864407
0.3679654598236084,4.0,1.0782891560966106
0.372434139251709,4.0,1.102569107872519
0.37715816497802734,4.0,1.127058145365855
0.38159918785095215,4.0,1.1517540549586989
0.38603878021240234,4.0,1.1766546292589806
0.3904886245727539,4.0,1.2017576675828041
0.3949320316314697,4.0,1.2270609764236293
0.3993549346923828,4.0,1.2525623699083173
0.403822660446167,4.0,1.278259670240058
0.40826916694641113,4.0,1.3041507081282098
0.4127471446990967,4.0,1.3302333232050918
0.4174182415008545,4.0,1.3565053644297824
0.42184996604919434,4.0,1.3829646904789856
0.426332950592041,4.0,1.409609170125041
0.43074774742126465,4.0,1.4364366826011585
0.4352121353149414,4.0,1.4634451179539703
0.43968939781188965,4.0,1.490632377383502
0.4441096782684326,4.0,1.5179963735706736
0.44856810569763184,4.0,1.5455350309924452
0.4529550075531006,4.0,1.5732462862247354
0.4574394226074219,4.0,1.6011280882332446
0.4619276523590088,4.0,1.6291783986523205
0.4663207530975342,4.0,1.6573951920520147
0.47066283226013184,4.0,1.6857764561934792
0.475055456161499,4.0,1.7143201922728613
0.4795076847076416,4.0,1.7430244151538588
0.4841172695159912,4.0,1.7718871535891039
0.48859310150146484,4.0,1.8009064504305456
0.49298906326293945,4.0,1.8300803628290074
0.4974381923675537,4.0,1.8594069624230993
0.5018398761749268,4.0,1.888884335517668
0.5062999725341797,4.0,1.9185105832519689
0.5107495784759521,4.0,1.9482838217577505
0.5152015686035156,4.0,1.9782021823074418
0.519644021987915,4.0,2.0082638114526343
0.5240967273712158,4.0,2.0384668711530556
0.5285546779632568,4.0,2.0688095388962284
0.5329461097717285,4.0,2.0992900078080163
0.5374276638031006,4.0,2.1299064867542503
0.5418610572814941,4.0,2.160657200433638
0.5463645458221436,4.0,2.191540389462157
0.5507302284240723,4.0,2.222554310449127
0.5551855564117432,4.0,2.253697236065166
0.5596413612365723,4.0,2.2849674551022283
0.564089298248291,4.0,2.3163632725259236
0.5685453414916992,4.0,2.3478830095203143
0.5729858875274658,4.0,2.379525003525393
0.5774614810943604,4.0,2.4112876082674326
0.5818727016448975,4.0,2.44316919378241
0.5863585472106934,4.0,2.4751681464326905
0.5908706188201904,4.0,2.507282868917175
0.5952804088592529,4.0,2.5395117802750935
0.5997300148010254,4.0,2.571853315883639
0.6041336059570312,4.0,2.6043059274496296
0.6085944175720215,4.0,2.63686808299538
0.6130685806274414,4.0,2.669538266838974
0.6175308227539062,4.0,2.702314979569113
0.6219387054443359,4.0,2.7351967380147197
0.6264443397521973,4.0,2.7681820752094826
0.6309444904327393,4.0,2.8012695403515013
0.635404109954834,4.0,2.8344576987582193
0.6399259567260742,4.0,2.8677451318168012
0.6444036960601807,4.0,2.9011304369301305
0.6489048004150391,4.0,2.9346122274585857
0.6533830165863037,4.0,2.968189132657758
0.6578457355499268,4.0,3.0018597976122687
0.6623036861419678,4.0,3.035622883165844
0.6669087409973145,4.0,3.069477065847794
0.671358585357666,4.0,3.1034210377960516
0.6758341789245605,4.0,3.1374535066769167
0.6802980899810791,4.0,3.1715731956016446
0.6846683025360107,4.0,3.2057788430400267
0.6890504360198975,4.0,3.2400692027310964
0.6935064792633057,4.0,3.274443043591097
0.6979968547821045,4.0,3.3088991496188433
0.7024123668670654,4.0,3.343436319798603
0.706831693649292,4.0,3.3780533680006295
0.7112996578216553,4.0,3.412749122879466
0.7157468795776367,4.0,3.4475224277701364
0.720207929611206,4.0,3.4823721405823496
0.7246682643890381,4.0,3.5172971336928227
0.729116678237915,4.0,3.5522962938358393
0.7335951328277588,4.0,3.587368521992149
0.7381107807159424,4.0,3.6225127332763143
0.7426812648773193,4.0,3.657727856822608
